Game_ID,Winner,Pick_Prob
54,Saint Mary's,0.08376
54,Texas,0.07068
54,Missouri,0.01794
54,Furman,0.00122
54,Wright St.,0.00082
55,Arizona,0.60446
55,Virginia,0.15374
55,Arkansas,0.13434
55,Texas A&M,0.04078
55,UCLA,0.03494
55,McNeese,0.02038
55,Yale,0.01126
55,Siena,0.0001
56,Illinois,0.5463
56,Gonzaga,0.28684
56,BYU,0.06152
56,Saint Louis,0.05022
56,Kentucky,0.0453
56,UC Irvine,0.00472
56,Miami OH,0.00394
56,Tennessee St.,0.00116
57,Duke,0.4901
57,Michigan St.,0.2142
57,Alabama,0.09676
57,Vanderbilt,0.06388
57,Kansas,0.05032
57,Iowa,0.02154
57,Villanova,0.02088
57,North Carolina,0.01952
57,Santa Clara,0.01222
57,Utah St.,0.00536
57,UCF,0.00346
57,High Point,0.0008
57,Hofstra,0.00072
57,Troy,0.00012
57,UMBC,0.0001
57,Howard,2e-05
58,Michigan,0.3707
58,Iowa St.,0.2372
58,Connecticut,0.1876
58,Texas Tech,0.0706
58,Tennessee,0.06098
58,N.C. State,0.01764
58,Georgia,0.0151
58,Wisconsin,0.013
58,Ohio St.,0.00976
58,Clemson,0.0095
58,SMU,0.00602
58,Northern Iowa,0.00094
58,Utah Valley,0.00068
58,Queens,0.00018
58,North Dakota St.,0.0001
59,Houston,0.3288
59,Florida,0.2482
59,Purdue,0.14856
59,Nebraska,0.0953
59,Louisville,0.05326
59,St. John's,0.03816
59,Saint Mary's,0.03536
59,Texas,0.02302
59,Miami FL,0.0098
59,TCU,0.00872
59,Missouri,0.00546
59,South Florida,0.0043
59,Liberty,0.00076
59,Furman,0.0002
59,Wright St.,8e-05
59,Southern,2e-05
6,Alabama,0.8798
6,Troy,0.1202
60,Arizona,0.39828
60,Illinois,0.29764
60,Gonzaga,0.13174
60,Arkansas,0.05464
60,Virginia,0.04384
60,BYU,0.02098
60,Saint Louis,0.01612
60,Kentucky,0.01612
60,Texas A&M,0.008
60,UCLA,0.00742
60,McNeese,0.0027
60,Yale,0.00106
60,UC Irvine,0.00074
60,Miami OH,0.00064
60,Tennessee St.,6e-05
60,Siena,2e-05
61,Duke,0.31034
61,Michigan,0.26852
61,Iowa St.,0.1164
61,Connecticut,0.07626
61,Michigan St.,0.07296
61,Alabama,0.03268
61,Tennessee,0.02778
61,Texas Tech,0.02764
61,Vanderbilt,0.02014
61,Kansas,0.0125
61,N.C. State,0.00444
61,Iowa,0.0044
61,Wisconsin,0.00436
61,Georgia,0.00428
61,North Carolina,0.00392
61,Villanova,0.00334
61,Ohio St.,0.00272
61,Clemson,0.00258
61,Santa Clara,0.00198
61,SMU,0.00112
61,Utah St.,0.00094
61,UCF,0.00046
61,Northern Iowa,0.00012
61,Utah Valley,8e-05
61,High Point,4e-05
62,Arizona,0.29776
62,Illinois,0.1874
62,Houston,0.13044
62,Florida,0.11618
62,Gonzaga,0.0768
62,Purdue,0.04668
62,Nebraska,0.0278
62,Arkansas,0.02704
62,Virginia,0.02246
62,Louisville,0.01284
62,St. John's,0.0102
62,BYU,0.00866
62,Saint Mary's,0.00738
62,Saint Louis,0.0068
62,Kentucky,0.00606
62,Texas,0.00444
62,Texas A&M,0.00298
62,UCLA,0.00282
62,Miami FL,0.0016
62,TCU,0.00116
62,Missouri,0.0007
62,South Florida,0.00058
62,McNeese,0.0005
62,Yale,0.0003
62,Miami OH,0.00016
62,UC Irvine,0.0001
62,Liberty,8e-05
62,Furman,4e-05
62,Wright St.,2e-05
62,Tennessee St.,2e-05
63,Arizona,0.20762
63,Duke,0.18762
63,Michigan,0.14076
63,Illinois,0.09696
63,Florida,0.07496
63,Houston,0.06682
63,Iowa St.,0.0423
63,Gonzaga,0.03156
63,Michigan St.,0.02312
63,Connecticut,0.02158
63,Purdue,0.01786
63,Nebraska,0.01164
63,Alabama,0.0098
63,Arkansas,0.009
63,Virginia,0.00826
63,Texas Tech,0.00704
63,Tennessee,0.00676
63,Vanderbilt,0.00608
63,Louisville,0.00456
63,St. John's,0.0042
63,Saint Mary's,0.00294
63,Kansas,0.00278
63,BYU,0.0023
63,Kentucky,0.0019
63,Saint Louis,0.00162
63,Texas,0.00116
63,Wisconsin,0.001
63,Georgia,0.001
63,N.C. State,0.00086
63,Texas A&M,0.00082
63,UCLA,0.00072
63,Iowa,0.00066
63,Villanova,0.00064
63,Ohio St.,0.00064
63,North Carolina,0.0005
63,Miami FL,0.0004
63,Santa Clara,0.00028
63,Clemson,0.00026
63,TCU,0.00022
63,Utah St.,0.00018
63,SMU,0.0001
63,McNeese,0.0001
63,South Florida,0.0001
63,UCF,8e-05
63,Missouri,8e-05
63,Yale,6e-05
63,Northern Iowa,6e-05
63,Miami OH,2e-05
63,Liberty,2e-05
7,Villanova,0.50716
7,Santa Clara,0.49284
8,Michigan St.,0.92136
8,UMBC,0.07864
9,Michigan,0.94598
9,LIU,0.05402
